Id,CNPJ,CPF,Nome,Ativo,Recadastrado,Município,UF,Natureza Jurídica,Porte da Empresa,Ramo do Negócio,Unidade Cadastradora,CNAE,CNAE Secundário,Habilitado a Licitar
4951,00.478.727/0001-89,,AGROSERVICE EMPREITEIRA AGRICOLA - EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,7810800: SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA,,Sim
4957,00.479.048/0001-24,,SILVINO MONTEIRO DE CARVALHO EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4744099: COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,,Sim
4982,00.481.440/0001-08,,INTERNACIONAL COMERCIO DE FLORES E PLANTAS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789002: COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,,Sim
4989,00.482.240/0001-70,,GH COMUNICACAO GRAFICA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1813001: IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO,,Sim
5002,00.483.396/0001-75,,FUNDACAO LINDOLFO COLLOR FUNDALC,Não,,97012: BRASÍLIA,DF,10: FUNDAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
5015,,***.839.451-**,KENISON RENATO PEREIRA ASSUNCAO,Sim,,97012: BRASÍLIA,DF,,1: MICROEMPRESA,,,,,Sim
5016,00.483.974/0001-73,,AUGEMODAS ALFAIATARIA E CONFECCOES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"1412601: CONFECÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFECCIONADAS SOB MEDIDA",,Sim
5050,00.487.132/0001-90,,CONESA CONSTRUCOES E SANEAMENTO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4211101: CONSTRUÇÃO DE RODOVIAS E FERROVIAS,,Sim
5071,00.488.320/0001-32,,SISTRUM COMERCIO EDICOES E PRODUCOES MUSICAIS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4756300: COMÉRCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSÓRIOS,,Sim
5128,00.493.431/0001-37,,VIA INTERNET S/A,Sim,,97012: BRASÍLIA,DF,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,"6209100: SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO",,Sim
5136,00.493.916/0001-20,,FUNDACAO SISTEL DE SEGURIDADE SOCIAL,Sim,,97012: BRASÍLIA,DF,10: FUNDAÇÃO PRIVADA,2: null,,,6541300: PREVIDÊNCIA COMPLEMENTAR FECHADA,,Sim
5143,00.494.633/0001-01,,AJW TRADING ENGENHARIA E ARQUITETURA EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
5168,00.496.794/0001-26,,SINDICATO EMP TRANSP PAS E EMP TRANS COL URB PAS DO DF,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9420100: ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,,Sim
5183,00.497.883/0001-97,,DISTRIBUIDORA DE REVISTAS JURIDICAS E DIARIOS OFIC LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4761002: COMÉRCIO VAREJISTA DE JORNAIS E REVISTAS,,Sim
5199,00.499.087/0001-93,,CULTURA ANGLO AMERICANA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8593700: ENSINO DE IDIOMAS,,Sim
5212,00.499.640/0001-98,,RETIFICA E TORNEADORA MINEIRA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2950600: RECONDICIONAMENTO E RECUPERAÇÃO DE MOTORES PARA VEÍCULOS AUTOMOTORES,,Sim
5219,00.500.501/0001-37,,MAX IMPORTADORA LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4753900: COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO,,Sim
5235,00.502.302/0001-68,,MUNDIAL RESIDENCE TRANSPORTES E LOGISTICA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4930202: TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",,Sim
5237,00.502.393/0001-31,,"FROYLAN ENGENHARIA, PROJETOS E COMERCIO LTDA",Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
5238,00.502.393/0005-65,,"FROYLAN ENGENHARIA, PROJETOS E COMERCIO LTDA",Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
5245,00.502.963/0001-93,,FORMATUS MOVEIS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1622602: FABRICAÇÃO DE ESQUADRIAS DE MADEIRA E DE PEÇAS DE MADEIRA PARA INSTALAÇÕES INDUSTRIAIS E COMERCIAIS,,Sim
5258,00.503.847/0001-99,,CDL ENGENHARIA DE MONTAGENS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
5263,00.504.019/0001-75,,CONRADO & CONRADO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4530703: COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,,Sim
5276,00.505.321/0001-48,,ETEC - EMPREENDIMENTOS TECNICOS DE ENGENHARIA E COMERCIO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4211101: CONSTRUÇÃO DE RODOVIAS E FERROVIAS,,Sim
5285,00.505.966/0001-80,,ASSOCIACAO DOS MAGISTRADOS DO DF E TERRITORIOS,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
5286,00.505.990/0001-10,,DULAR TELECOM ESTRUTURA E TRANSPORTES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4292801: MONTAGEM DE ESTRUTURAS METÁLICAS,,Sim
5298,00.507.061/0001-40,,HANASHIRO MAQUINAS AGRICOLAS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789099: COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
5300,00.507.129/0001-90,,SARKIS IMOVEIS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6810202: ALUGUEL DE IMÓVEIS PRÓPRIOS,,Sim
5316,00.508.551/0001-60,,PRACTICA CONSULTORIA E TREINAMENTO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
5317,00.508.572/0001-86,,CLINICA RADIOLOGICA VILA RICA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8610101: ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO-SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS",,Sim
5319,00.508.670/0001-13,,AMON ENGENHARIA E INCORPORACAO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
5321,00.508.796/0001-98,,CONSTRULIMPA MATERIAIS DE CONSTRUCAO E LIMPEZA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4744099: COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,,Sim
5322,00.508.931/0001-03,,BLANCHI LAVANDERIA LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,9601701: LAVANDERIAS,,Sim
5329,00.509.364/0001-00,,AUTO ELETRICA MARAVALHAS EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4520001: SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,,Sim
5338,00.510.149/0001-10,,CLINICA INTEGRADA DE ORTOPEDIA E RADIOLOGIA S/S LTDA,Sim,,97012: BRASÍLIA,DF,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,8630502: ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE EXAMES COMPLEMENTARES,,Sim
5352,00.511.675/0001-03,,ENGECON ENGENHARIA E EMPREENDIMENTOS EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4299599: OUTRAS OBRAS DE ENGENHARIA CIVIL NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
5353,00.511.816/0001-80,,HOSPITAL PRONTONORTE S/A,Sim,,97012: BRASÍLIA,DF,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,8610102: ATIVIDADES DE ATENDIMENTO EM PRONTO-SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGÊNCIAS,,Sim
5386,00.514.287/0001-78,,ALGE EQUIPAMENTOS DE SEGURANCA EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4753900: COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO,,Sim
5441,00.520.237/0001-01,,CETTRO - CENTRO DE TRATAMENTO ONCOLOGICO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8610101: ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO-SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS",,Sim
5444,00.520.304/0001-80,,TYPE TECNOLOGIA DA INFORMACAO EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,9511800: REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,,Sim
5457,00.521.294/0001-05,,COOPERATIVA DOS CONDUTORES AUTONOMOS DE BRASILIA LTDA,Sim,,97012: BRASÍLIA,DF,4: COOPERATIVA,2: null,,,4923001: SERVIÇO DE TÁXI,,Sim
5470,00.521.989/0001-89,,ASSOCIACAO DOS SERVIDORES DO CNPQ ASCON,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9420100: ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,,Sim
5500,00.523.794/0001-78,,CELLUS TECNOLOGIA LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"6209100: SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO",,Sim
5536,00.526.899/0001-80,,DIAMANTE ENGENHARIA E COMERCIO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
5550,00.528.372/0001-95,,PLAN ER ENGENHARIA LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8299799: OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
5553,00.528.786/0001-14,,GW CONSTRUCOES E INCORPORACOES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4313400: OBRAS DE TERRAPLENAGEM,,Sim
5588,00.530.725/0001-91,,COMERCIAL VENUS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4761003: COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,,Sim
5601,00.531.541/0001-46,,FUNDACAO FRANCO BRASILEIRA DE PESQUISA E DESENVOLVIMENTO,Não,,97012: BRASÍLIA,DF,10: FUNDAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
5602,00.531.590/0001-89,,INSTITUTO CONAB DE SEGURIDADE SOCIAL - CIBRIUS,Sim,,97012: BRASÍLIA,DF,10: FUNDAÇÃO PRIVADA,2: null,,,6541300: PREVIDÊNCIA COMPLEMENTAR FECHADA,,Sim
5605,00.531.830/0001-45,,APACHE ENGENHARIA COMERCIO E SERVICOS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4744005: COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
5615,00.533.018/0001-59,,SARKIS & SARKIS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4742300: COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,,Sim
5625,00.533.836/0001-51,,VG DE CARVALHO & CIA LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,9521500: REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,,Sim
5644,00.535.328/0001-02,,A CASA DOS CAPACHOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4759801: COMÉRCIO VAREJISTA DE ARTIGOS DE TAPEÇARIA, CORTINAS E PERSIANAS",,Sim
5655,00.536.490/0001-45,,CONTERC CONSTRUCAO TERRAPLENAGEM E CONSULTORIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4213800: OBRAS DE URBANIZAÇÃO - RUAS, PRAÇAS E CALÇADAS",,Sim
5673,00.537.555/0001-77,,LOJA DAS FABRICAS TECIDOS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4755501: COMÉRCIO VAREJISTA DE TECIDOS,,Sim
5706,00.539.486/0001-30,,STILO GRAFICA E EDITORA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"1811302: IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS PUBLICAÇÕES PERIÓDICAS",,Sim
5712,00.539.742/0001-90,,A J PINTURAS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4330404: SERVIÇOS DE PINTURA DE EDIFÍCIOS EM GERAL,,Sim
5738,00.541.144/0001-55,,JULIO CEZAR SIMOES ADNET,Não,,97012: BRASÍLIA,DF,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,3230200: FABRICAÇÃO DE ARTEFATOS PARA PESCA E ESPORTE,,Sim
5741,00.541.300/0001-88,,ENGENHARIA DE SISTEMAS TERMICOS S/S,Sim,,97012: BRASÍLIA,DF,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
5744,00.541.458/0001-58,,ZIMBRES ARQUITETOS ASSOCIADOS S/S LTDA,Sim,,97012: BRASÍLIA,DF,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,7111100: SERVIÇOS DE ARQUITETURA,,Sim
5752,00.542.597/0001-04,,N G MAQUINAS E SISTEMAS DE ARQUIVO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4669999: COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS,,Sim
5753,00.542.605/0001-04,,"CGC CONSULTORIA, ASSESSORIA E TECNOLOGIA EMPRESARIAL LTDA",Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,9511800: REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,,Sim
5760,00.543.061/0001-03,,UEDAMA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4712100: COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,Sim
5774,00.544.205/0001-38,,CENOPP - CENTRO DE ORIENTACAO PSICOLOGICA E PEDAGOGICA EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,8650003: ATIVIDADES DE PSICOLOGIA E PSICANÁLISE,,Sim
5788,00.545.482/0001-65,,NETWORLD TELECOMUNICACOES DO BRASIL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6110803: SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM,,Sim
5820,00.547.577/0001-18,,RKR TELECOMUNICACOES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4752100: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO,,Sim
5840,00.548.891/0001-15,,SKINAO MOVEIS PARA ESCRITORIO  LTDA.,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4754701: COMÉRCIO VAREJISTA DE MÓVEIS,,Sim
5846,00.549.675/0001-94,,OCT VEICULOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4511101: COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS",,Sim
5905,00.555.235/0001-40,,EXTINSERV EXTINTORES COMERCIO E SERVICOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789099: COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
5910,00.555.680/0001-00,,CONSTRUTORA RADIE LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
5919,00.556.225/0001-29,,PROROUPAS CONFECCOES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"1413401: CONFECÇÃO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA",,Sim
5937,00.557.595/0001-80,,EXTINTUR TECNOLOGIA CONTRA INCENDIO COMERCIO E SERVICO EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4322303: INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO,,Sim
5962,00.560.102/0001-61,,ASSOCIACAO DOS SERV PUBLICOS DO GDF ASPGDF,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9499500: ATIVIDADES ASSOCIATIVAS NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
6058,00.568.444/0001-28,,COMISSAO JOVEM GENTE COMOAGENTE,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
6071,00.569.582/0001-21,,PRO TELAS COMERCIO INDUSTRIA UNIPESSOAL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2330301: FABRICAÇÃO DE ESTRUTURAS PRÉ-MOLDADAS DE CONCRETO ARMADO, EM SÉRIE E SOB ENCOMENDA",,Sim
6074,00.569.905/0001-87,,CVP COMERCIAL DE VEICULOS E PECAS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4511101: COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS",,Sim
6085,00.570.731/0001-72,,MZ CONSTRUTORA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4110700: INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,,Sim
6086,00.570.742/0001-52,,SANEATIVO LABORATORIO FARMACEUTICO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2110600: FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS,,Sim
6087,00.570.761/0001-89,,DIGIGRAPH GRAFICA E EDITORA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1813099: IMPRESSÃO DE MATERIAL PARA OUTROS USOS,,Sim
6088,00.570.777/0001-91,,ESTO ARTE DECORACOES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4759801: COMÉRCIO VAREJISTA DE ARTIGOS DE TAPEÇARIA, CORTINAS E PERSIANAS",,Sim
6161,00.578.211/0001-06,,POLIGRAMA URBANIZACAO E OBRAS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4213800: OBRAS DE URBANIZAÇÃO - RUAS, PRAÇAS E CALÇADAS",,Sim
6162,00.578.278/0001-40,,IMAGENS PROMOCOES DE EVENTOS EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,"8230001: SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS",,Sim
6165,00.578.443/0001-64,,CAENGE S.A - CONSTRUCAO ADMINISTRACAO E ENGENHARIA - EM RECUPERACAO JUDICIAL,Sim,,97012: BRASÍLIA,DF,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
6168,00.578.617/0001-99,,PROCLIMA ENGENHARIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4322302: INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO",,Sim
6201,00.580.613/0001-45,,SINDICATO DAS SECRETARIAS E DOS SECRETARIOS DO DF,Sim,,97012: BRASÍLIA,DF,64: ENTIDADE SINDICAL,2: null,,,9420100: ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,,Sim
6209,00.580.944/0001-85,,HMW CONSULTORES SS LTDA,Sim,,97012: BRASÍLIA,DF,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,"7020400: ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA",,Sim
6232,00.582.183/0001-09,,TECNOLOGIA & MANUTENCAO LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4330402: INSTALAÇÃO DE PORTAS, JANELAS, TETOS, DIVISÓRIAS E ARMÁRIOS EMBUTIDOS DE QUALQUER MATERIAL",,Sim
6249,00.583.483/0001-02,,AGENCIA CLIPPER CLIPPING IMPRESSO E ELETRONICO LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5911101: ESTÚDIOS CINEMATOGRÁFICOS,,Sim
6254,00.584.060/0001-07,,ELETROSPITALAR COM E ASS TEC LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"3250701: FABRICAÇÃO DE INSTRUMENTOS NÃO-ELETRÔNICOS E UTENSÍLIOS PARA USO MÉDICO, CIRÚRGICO, ODONTOLÓGICO E DE LABORATÓRIO",,Sim
6267,00.584.755/0001-80,,VIA ENGENHARIA S.A - EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,Sim,,97012: BRASÍLIA,DF,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
6289,00.586.479/0001-90,,CENTRO CULTURAL ANGLO AMERICANO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8593700: ENSINO DE IDIOMAS,,Sim
6295,00.586.842/0001-77,,MASSA FALIDA LINEAR MOVEIS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4754701: COMÉRCIO VAREJISTA DE MÓVEIS,,Sim
